Colegiado;AreaAtuacao;Membro;Posse;Exoneracao;StatusMembroColegiado
Diretoria Colegiada;Diretor da Dívida Pública e Mercado Aberto - Didip;Juarez Soares;1988-01-27T02:00:00Z;1988-10-14T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;Luis Álvaro de Oliveira Ribeiro;1988-01-27T02:00:00Z;1988-03-09T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Keyler Carvalho Rocha;1988-01-27T02:00:00Z;1990-01-10T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Planejamento;João Batista de Abreu;1988-01-22T02:00:00Z;1990-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Arnoldo Wald;1988-01-13T02:00:00Z;1989-03-20T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Mailson Ferreira da Nóbrega;1988-01-06T02:00:00Z;1990-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Mailson Ferreira da Nóbrega - [interino];1987-12-21T02:00:00Z;1988-01-06T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Waldemir Messias de Araújo;1987-11-20T02:00:00Z;1990-04-13T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Caixa Econômica Federal;Maurício Viotti de Barros;1987-11-17T02:00:00Z;1989-01-11T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;José Maria Arbex;1987-10-28T02:00:00Z;1988-01-27T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Desenvolvimento Urbano;Luiz Humberto Prisco Viana;1987-10-23T02:00:00Z;1989-02-15T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;Wadico Waldir Bucchi;1987-10-21T02:00:00Z;1987-10-28T02:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Membro Nomeado;Roberto Konder Bornhausen;1987-09-22T03:00:00Z;1989-09-21T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Elmo de Araújo Camões;1987-09-22T03:00:00Z;1988-03-09T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;João Pereira dos Santos;1987-09-22T03:00:00Z;1991-09-12T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Antônio Machado Guimarães;1987-09-22T03:00:00Z;1994-06-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Interior;João Alves Filho;1987-08-10T03:00:00Z;1990-03-14T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Delile Guerra de Macedo;1987-08-05T03:00:00Z;1987-09-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Caixa Econômica Federal;Maurício Viotti de Barros - [interino];1987-06-04T03:00:00Z;1987-11-17T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Luiz Aranha Corrêa do Lago;1987-05-20T03:00:00Z;1988-01-27T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Wadico Waldir Bucchi;1987-05-20T03:00:00Z;1990-03-14T03:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Diretor da Carteira de Comércio Exterior do Banco do Brasil (Cacex);Namir Salek;1987-05-08T03:00:00Z;1990-03-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Representantes das Classes Trabalhadoras;José Calixto Ramos;1987-05-06T03:00:00Z;1989-04-12T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Fernando Milliet de Oliveira;1987-05-05T03:00:00Z;1988-03-09T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Fernando Milliet de Oliveira;1987-05-05T03:00:00Z;1988-03-09T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Lycio de Faria;1987-04-30T03:00:00Z;1987-05-04T03:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Lycio de Faria - [interino];1987-04-30T03:00:00Z;1987-05-04T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Interior;Joaquim Francisco de Freitas Cavalcanti;1987-04-30T03:00:00Z;1987-08-07T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Luiz Carlos Bresser Gonçalves Pereira;1987-04-29T03:00:00Z;1987-12-21T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Planejamento;Aníbal Teixeira de Souza;1987-03-25T03:00:00Z;1988-01-22T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Instituto de Resseguros do Brasil (IRB);Ronaldo do Valle Simões;1987-02-27T03:00:00Z;1990-04-13T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Ricardo Fernandez Silva;1987-02-25T03:00:00Z;1987-05-20T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Francisco Roberto André Gros;1987-02-11T02:00:00Z;1987-04-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Francisco Roberto André Gros;1987-02-11T02:00:00Z;1987-04-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);Márcio João de Andrade Fortes;1987-01-26T02:00:00Z;1989-10-02T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Dívida Pública e Mercado Aberto - Didip;Alkimar Ribeiro Moura;1987-01-07T02:00:00Z;1988-01-27T02:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Ministro do Trabalho;Almir Pazzianotto Pinto;1986-10-31T02:00:00Z;1988-09-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Luis Octávio da Motta Veiga;1986-09-01T03:00:00Z;1988-01-13T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Carlos Thadeu de Freitas Gomes;1986-06-05T03:00:00Z;1987-04-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Pérsio Arida;1986-05-06T03:00:00Z;1987-02-19T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;Lycio de Faria;1986-05-02T03:00:00Z;1987-10-23T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Victorio Fernando Bhering Cabral;1986-04-16T03:00:00Z;1986-09-01T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Nordeste do Brasil S.A. (BNB);José Pereira e Silva;1986-04-16T03:00:00Z;1990-03-14T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;José Hugo Castelo Branco;1986-02-14T02:00:00Z;1988-08-04T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Desenvolvimento Urbano;Deni Lineu Schwartz;1986-02-14T02:00:00Z;1987-10-23T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Íris Rezende Machado;1986-02-14T02:00:00Z;1990-03-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor para Assuntos da Dívida Externa - Divex;Antonio de Pádua Seixas;1985-11-26T02:00:00Z;1988-11-17T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Diretor da Carteira de Comércio Exterior do Banco do Brasil (Cacex);Roberto Fendt Júnior;1985-09-09T03:00:00Z;1987-05-08T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Luiz Carlos Mendonça de Barros;1985-09-04T03:00:00Z;1987-05-20T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Fiscalização - Difis;José Tupy Caldas de Moura;1985-09-04T03:00:00Z;1990-03-14T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Carlos Thadeu de Freitas Gomes;1985-09-04T03:00:00Z;1986-05-02T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Dívida Pública e Mercado Aberto - Didip;André Pinheiro de Lara Resende;1985-09-04T03:00:00Z;1987-01-06T02:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Fernão Carlos Botelho Bracher;1985-08-28T03:00:00Z;1987-02-11T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Fernão Carlos Botelho Bracher;1985-08-28T03:00:00Z;1987-02-11T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Dilson Domingos Funaro;1985-08-27T03:00:00Z;1987-04-29T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);André Franco Montoro Filho;1985-08-01T03:00:00Z;1987-01-01T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Externa - Direx;Carlos Eduardo de Freitas;1985-04-29T03:00:00Z;1988-03-09T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Roberto Costa de Abreu Sodré;1985-04-08T03:00:00Z;1986-02-14T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Abílio dos Santos Diniz;1985-04-08T03:00:00Z;1989-04-03T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Desenvolvimento Urbano;Flávio Rios Peixoto da Silveira;1985-04-08T03:00:00Z;1986-02-14T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Delile Guerra de Macedo;1985-04-02T03:00:00Z;1986-06-04T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Sérgio Franklin Quintella;1985-03-26T03:00:00Z;1990-04-03T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Nordeste do Brasil S.A. (BNB);Carlos Mauro Cabral Benevides;1985-03-20T03:00:00Z;1986-02-14T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente Banco Nacional da Habitação (BNH);José Maria de Aragão Melo;1985-03-18T03:00:00Z;1986-11-21T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Fiscalização - Difis;Iran Siqueira Lima;1985-03-16T03:00:00Z;1985-09-02T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Caixa Econômica Federal;Marcos de Barros Freire;1985-03-15T03:00:00Z;1987-06-04T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Roberto da Cunha Castello Branco;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Francisco Oswaldo Neves Dornelles;1985-03-15T03:00:00Z;1985-08-27T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Instituto de Resseguros do Brasil (IRB);Jorge Hilário Gouveia Vieira;1985-03-15T03:00:00Z;1987-02-27T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;Paulo Roberto Franco Ferreira;1985-03-15T03:00:00Z;1986-05-02T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Antonio Carlos Braga Lemgruber;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;Roberto Herbster Gusmão;1985-03-15T03:00:00Z;1986-02-14T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Crédito Rural e Industrial - Dicri;Hélio Ribeiro de Oliveira;1985-03-15T03:00:00Z;1989-06-01T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Planejamento;João Sayad;1985-03-15T03:00:00Z;1987-03-25T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Dívida Pública e Mercado Aberto - Didip;José Júlio de Almeida Senna;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Diretor da Carteira de Comércio Exterior do Banco do Brasil (Cacex);Marcos Pereira Vianna;1985-03-15T03:00:00Z;1985-09-09T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Alberto Sozin Furuguem;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Externa - Direx;Sérgio Silva de Freitas;1985-03-15T03:00:00Z;1985-04-29T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Adroaldo Moura da Silva;1985-03-15T03:00:00Z;1986-04-09T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);Dilson Domingos Funaro;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Antonio Carlos Braga Lemgruber;1985-03-15T03:00:00Z;1985-08-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Pedro Jorge Simon;1985-03-15T03:00:00Z;1986-02-14T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Interior;Ronaldo Costa Couto;1985-03-15T03:00:00Z;1987-04-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Brasil;Camillo Calazans de Magalhães;1985-03-15T03:00:00Z;1988-03-08T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);José Carlos Perdigão Medeiros da Fonseca;1984-10-17T03:00:00Z;1985-03-14T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;Murilo Paulino Badaró;1984-08-22T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Iran Siqueira Lima;1984-07-25T03:00:00Z;1985-03-15T03:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Membro Nomeado;Pedro Conde;1984-07-19T03:00:00Z;1991-09-12T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Amador Aguiar;1984-04-06T03:00:00Z;1986-04-05T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;João Carlos Paes Mendonça;1984-04-06T03:00:00Z;1986-04-05T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Nestor Jost;1984-03-02T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente Banco Nacional da Habitação (BNH);Nelson da Matta;1983-11-30T02:00:00Z;1985-03-18T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);Jorge Lins Freire;1983-09-08T03:00:00Z;1984-10-16T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;José Luiz Silveira Miranda;1983-09-06T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Affonso Celso Pastore;1983-09-05T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Affonso Celso Pastore;1983-09-05T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Diretor da Carteira de Comércio Exterior do Banco do Brasil (Cacex);Carlos Viacava;1983-03-01T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Antônio José Domingues de Oliveira Santos;1982-12-02T02:00:00Z;1991-09-13T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Herculano Marcos Borges da Fonseca;1981-06-30T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Ubaldo Campos Correa;1981-04-28T03:00:00Z;1985-04-02T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Mário Stadler de Souza;1981-02-27T03:00:00Z;1985-04-08T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco da Amazônia S.A. (BASA);Oziel Rodrigues Carneiro;1981-02-26T03:00:00Z;1981-04-28T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Nordeste do Brasil S.A. (BNB);Camillo Calazans de Magalhães;1981-02-26T03:00:00Z;1985-03-20T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Dívida Pública - Didip;Cláudio Luiz da Silva Haddad;1980-07-11T03:00:00Z;1982-12-30T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Antonio Chagas Meirelles;1980-01-21T02:00:00Z;1983-09-06T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Carlos Geraldo Langoni;1980-01-19T02:00:00Z;1983-09-05T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Carlos Geraldo Langoni;1980-01-19T02:00:00Z;1983-09-05T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Ernane Galvêas;1980-01-17T02:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Jorge Hilário Gouveia Vieira;1979-12-18T02:00:00Z;1981-06-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Orlando Otto Kaesemodel;1979-12-18T02:00:00Z;1984-12-18T02:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Hermann Wagner Wey;1979-08-22T03:00:00Z;1984-07-24T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;Carlos Geraldo Langoni;1979-08-22T03:00:00Z;1980-01-18T02:00:00Z;Dispensado do encargo
Diretoria Colegiada;Diretor de Crédito Rural e Industrial - Dicri;José Kleber Leite de Castro;1979-08-22T03:00:00Z;1985-03-14T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Ernane Galvêas;1979-08-17T03:00:00Z;1980-01-19T02:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Ernane Galvêas;1979-08-17T03:00:00Z;1980-01-19T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Planejamento;Antônio Delfim Netto;1979-08-15T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Ângelo Amaury Stabile;1979-08-15T03:00:00Z;1984-03-02T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Abílio dos Santos Diniz;1979-04-11T03:00:00Z;1984-04-11T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Jayme Canet Junior;1979-04-11T03:00:00Z;1979-12-18T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Ângelo Calmon de Sá;1979-04-11T03:00:00Z;1986-04-05T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Interior;Mário David Andreazza;1979-04-11T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Nestor Jost;1979-04-11T03:00:00Z;1984-03-01T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Caixa Econômica Federal;Gil Gouvea Macieira;1979-04-11T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Diretor da Carteira de Comércio Exterior do Banco do Brasil (Cacex);Benedicto Fonseca Moreira;1979-04-11T03:00:00Z;1983-03-01T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Instituto de Resseguros do Brasil (IRB);Ernesto Albrecht;1979-04-11T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Luiz Eulálio de Bueno Vidigal Filho;1979-04-11T03:00:00Z;1986-04-05T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Antônio Delfim Netto;1979-04-11T03:00:00Z;1979-08-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;Antônio Augusto dos Reis Veloso;1979-03-16T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Bancária - Diban;João Ary de Lima Barros;1979-03-16T03:00:00Z;1979-08-21T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Crédito Rural e Industrial - Dicri;Celso da Costa Sabóia;1979-03-16T03:00:00Z;1979-08-21T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Externa - Direx;José Carlos Madeira Serrano;1979-03-16T03:00:00Z;1985-03-14T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Luiz Lemos Leite;1979-03-16T03:00:00Z;1979-08-21T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Karlos Heinz Rischbieter;1979-03-15T03:00:00Z;1980-01-17T02:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Carlos Brandão;1979-03-15T03:00:00Z;1979-08-17T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;João Camilo Penna;1979-03-15T03:00:00Z;1984-08-22T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Brasil;Oswaldo Roberto Colin;1979-03-15T03:00:00Z;1985-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES);Luiz Antônio Sande de Oliveira;1979-03-15T03:00:00Z;1983-09-08T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Planejamento;Mário Henrique Simonsen;1979-03-15T03:00:00Z;1979-08-10T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Carlos Brandão;1979-03-15T03:00:00Z;1979-08-17T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente Banco Nacional da Habitação (BNH);José Lopes de Oliveira;1979-03-15T03:00:00Z;1983-11-30T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Comissão de Valores Mobiliários (CVM);Roberto Teixeira da Costa;1977-04-20T03:00:00Z;1979-12-18T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;Ângelo Calmon de Sá;1977-02-08T02:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Brasil;Karlos Heinz Rischbieter;1977-02-08T02:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;José Carlos Moraes Abreu;1975-05-15T03:00:00Z;1984-05-10T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Administração - Dirad;José Antônio Berardinelli Vieira;1975-02-18T03:00:00Z;1979-03-15T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Mercado de Capitais - Dimec;Sérgio Augusto Ribeiro;1975-02-18T03:00:00Z;1979-03-14T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor de Crédito Rural e Industrial - Dicri;José de Ribamar Melo;1975-02-18T03:00:00Z;1979-03-14T03:00:00Z;Exonerado
Diretoria Colegiada;Diretor da Área Externa - Direx;Fernão Carlos Botelho Bracher;1975-02-18T03:00:00Z;1979-03-14T03:00:00Z;Dispensado do encargo
Diretoria Colegiada;Diretor da Área Bancária - Diban;Ernesto Albrecht;1975-02-18T03:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Octávio Gouvêa de Bulhões;1974-09-26T03:00:00Z;1990-10-13T03:00:00Z;Exonerado
Diretoria Colegiada;Área de Administração;José Antônio Berardinelli Vieira;1974-05-31T03:00:00Z;1975-02-18T03:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Membro Nomeado;Olavo Egydio Setúbal;1974-05-30T03:00:00Z;1975-05-15T03:00:00Z;Exonerado
Diretoria Colegiada;Área de Mercado de Capitais;Sérgio Augusto Ribeiro;1974-03-19T03:00:00Z;1975-02-18T03:00:00Z;Dispensado do encargo
Diretoria Colegiada;Área Bancária;Ernesto Albrecht;1974-03-19T03:00:00Z;1975-02-18T03:00:00Z;Dispensado do encargo
Diretoria Colegiada;Área de Crédito Rural e Industrial;José de Ribamar Melo;1974-03-19T03:00:00Z;1975-02-18T03:00:00Z;Dispensado do encargo
Diretoria Colegiada;Área Cambial/Externa;Fernão Carlos Botelho Bracher;1974-03-19T03:00:00Z;1975-02-18T03:00:00Z;Dispensado do encargo
Conselho Monetário Nacional - CMN;Presidente Banco Nacional da Habitação (BNH);Maurício Schulman;1974-03-15T03:00:00Z;1979-03-14T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente da Caixa Econômica Federal;Karlos Heinz Rischbieter;1974-03-15T03:00:00Z;1974-05-15T03:00:00Z;Exonerado
Diretoria Colegiada;Presidente do Banco Central do Brasil;Paulo Hortênsio Pereira Lira;1974-03-15T03:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Indústria e Comércio;Severo Fagundes Gomes;1974-03-15T03:00:00Z;1977-02-08T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro do Interior;Maurício Rangel Reis;1974-03-15T03:00:00Z;1974-05-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Fernão Carlos Botelho Bracher;1974-03-15T03:00:00Z;1974-05-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Sérgio Augusto Ribeiro;1974-03-15T03:00:00Z;1974-05-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Fazenda;Mário Henrique Simonsen;1974-03-15T03:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco Central do Brasil;Paulo Hortênsio Pereira Lira;1974-03-15T03:00:00Z;1979-03-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Presidente do Banco do Brasil;Ângelo Calmon de Sá;1974-03-15T03:00:00Z;1977-02-08T02:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Ministro da Agricultura;Alysson Paulinelli;1974-03-15T03:00:00Z;1974-05-15T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;José de Ribamar Melo;1974-03-15T03:00:00Z;1974-05-30T03:00:00Z;Exonerado
Conselho Monetário Nacional - CMN;Membro Nomeado;Ernesto Albrecht;1974-03-15T03:00:00Z;1974-05-30T03:00:00Z;Exonerado
Diretoria Colegiada;Área de Crédito Rural e Industrial;Paulo Yokota;1973-08-23T03:00:00Z;1974-03-15T03:00:00Z;Exonerado
